SRC	GEN	GOLD_TAG	PRED_TAG	SYS
<s>.<s>	<s>.<s>	UC	UC	NA

<s>أقدم<s>	<s>أقدم<s>	UC	UC	NA
<s>تعازي<s>	<s>تعازي<s>	UC	UC	NA
<s>الحارة<s>	<s>الحارة<s>	UC	UC	NA
<s>لشعب<s>	<s>للشعب<s>	OM	OM	CBR
<s>الأمريكي<s>	<s>الأمريكي<s>	UC	UC	NA
<s>وآتمن<s>	<s>وآتمن<s>	OH	OH	OOV
<s>ن<s>	<s>إن<s>	SW	SW	CBR
<s>يفهموا<s>	<s>يفهموا<s>	UC	UC	NA
<s>أننا<s>	<s>أننا<s>	UC	UC	NA
<s>ضد<s>	<s>ضد<s>	UC	UC	NA
<s>قتل<s>	<s>قتل<s>	UC	UC	NA
<s>أي<s>	<s>أي<s>	UC	UC	NA
<s>نفس<s>	<s>نفس<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>غير<s>	<s>غير<s>	UC	UC	NA
<s>حق<s>	<s>حق<s>	UC	UC	NA
<s>ما<s>	<s>ما<s>	UC	UC	NA
<s>جر<s>	<s>جر<s>	OM	OM	OOV
<s>هناك<s>	<s>هناك<s>	UC	UC	NA
<s>إرهاب<s>	<s>إرهاب<s>	UC	UC	NA
<s>حقيقي<s>	<s>حقيقي<s>	UC	UC	NA
<s>ليس<s>	<s>ليس<s>	UC	UC	NA
<s>كما<s>	<s>كما<s>	UC	UC	NA
<s>يسامونه<s>	<s>يسامونه<s>	OD	OD	OOV
<s>بالنسبة<s>	<s>بالنسبة<s>	UC	UC	NA
<s>لبعض<s>	<s>لبعض<s>	UC	UC	NA
<s>مدافعين<s>	<s>مدافعين<s>	UC	UC	NA
<s>عن<s>	<s>عن<s>	UC	UC	NA
<s>عرض<s>	<s>عرض<s>	UC	UC	NA
<s>بلدهم<s>	<s>بلدهم<s>	UC	UC	NA
<s>وعن<s>	<s>وعن<s>	UC	UC	NA
<s>دينهم<s>	<s>دينهم<s>	UC	UC	NA
<s>وأتمنى<s>	<s>وأتمنى<s>	UC	UC	NA
<s>صادقا<s>	<s>صادقا<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>قلبي<s>	<s>قلبي<s>	UC	UC	NA
<s>أن<s>	<s>أن<s>	UC	UC	NA
<s>يفهم<s>	<s>يفهم<s>	UC	UC	NA
<s>أي<s>	<s>أي<s>	UC	UC	NA
<s>شخص<s>	<s>شخص<s>	UC	UC	NA
<s>مسلم<s>	<s>مسلم<s>	UC	UC	NA
<s>أو<s>	<s>أو<s>	UC	UC	NA
<s>غير<s>	<s>غير<s>	UC	UC	NA
<s>مسلم<s>	<s>مسلم<s>	UC	UC	NA
<s>أنا<s>	<s>أن<s>	MI	MI	CBR
<s>كل<s>	<s>كل<s>	UC	UC	NA
<s>الإرهاب<s>	<s>الإرهاب<s>	UC	UC	NA
<s>يقوم<s>	<s>يقوم<s>	UC	UC	NA
<s>به<s>	<s>به<s>	UC	UC	NA
<s>دائما<s>	<s>دائما<s>	UC	UC	NA
<s>الجهلاء<s>	<s>الجهلاء<s>	UC	UC	NA
<s>و<s>	<s>و<s>	SP	SP	OOV
<s>يجني<s>	<s>يجني<s>	SP	SP	OOV
<s>تماره<s>	<s>تماره<s>	OR	OR	OOV
<s>الجبناء<s>	<s>الجبناء<s>	UC	UC	NA
<s>عفوا<s>	<s>عفوا<s>	UC	UC	NA
<s>الكفار<s>	<s>الكفار<s>	UC	UC	NA

<s>إذا<s>	<s>إذا<s>	UC	UC	NA
<s>كان<s>	<s>كان<s>	UC	UC	NA
<s>هذا<s>	<s>هذا<s>	UC	UC	NA
<s>الدعم<s>	<s>الدعم<s>	UC	UC	NA
<s>للأردن<s>	<s>للأردن<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>آجل<s>	<s>أجل<s>	OH	OH	CBR
<s>الديمقراطية<s>	<s>الديمقراطية<s>	UC	UC	NA
<s>فلماذا<s>	<s>فلماذا<s>	UC	UC	NA
<s>لا<s>	<s>لا<s>	UC	UC	NA
<s>تدفع<s>	<s>تدفع<s>	UC	UC	NA
<s>إلى<s>	<s>إلى<s>	UC	UC	NA
<s>حكومة<s>	<s>حكومة<s>	UC	UC	NA
<s>فلسطين<s>	<s>فلسطين<s>	UC	UC	NA
<s>علما<s>	<s>علما<s>	UC	UC	NA
<s>أنها<s>	<s>أنها<s>	UC	UC	NA
<s>فازت<s>	<s>فازت<s>	UC	UC	NA
<s>بالديمقراطية<s>	<s>بالديمقراطية<s>	UC	UC	NA
<s>وشهد<s>	<s>وشهد<s>	UC	UC	NA
<s>عليها<s>	<s>عليها<s>	UC	UC	NA
<s>معظم<s>	<s>معظم<s>	UC	UC	NA
<s>دول<s>	<s>دول<s>	UC	UC	NA
<s>العالم<s>	<s>العالم<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>أم<s>	<s>أم<s>	UC	UC	NA
<s>الديمقراطية<s>	<s>الديمقراطية<s>	UC	UC	NA
<s>عند<s>	<s>عند<s>	UC	UC	NA
<s>أمريكا<s>	<s>أمريكا<s>	UC	UC	NA
<s>هي<s>	<s>هي<s>	UC	UC	NA
<s>بمواصفات<s>	<s>بمواصفات<s>	UC	UC	NA
<s>معينة<s>	<s>معينة<s>	UC	UC	NA
<s>هي<s>	<s>هي<s>	UC	UC	NA
<s>عدم<s>	<s>عدم<s>	UC	UC	NA
<s>الانتماء<s>	<s>الانتماء<s>	UC	UC	NA
<s>إلى<s>	<s>إلى<s>	UC	UC	NA
<s>الإسلام<s>	<s>الإسلام<s>	UC	UC	NA
<s>والعروبة<s>	<s>والعروبة<s>	UC	UC	NA
<s>ومعاداتهم<s>	<s>ومعاداتهم<s>	UC	UC	NA
<s>وعدم<s>	<s>وعدم<s>	UC	UC	NA
<s>مساعداتهم<s>	<s>مساعداتهم<s>	UC	UC	NA
<s>.<s>	<s>.<s>	PC	PC	OOV
<s>بل<s>	<s>بل<s>	UC	UC	NA
<s>مسعدة<s>	<s>مسعدة<s>	UNK	UNK	OOV
<s>الصهيونية<s>	<s>الصهيونية<s>	UC	UC	NA
<s>في<s>	<s>في<s>	UC	UC	NA
<s>قمع<s>	<s>قمع<s>	UC	UC	NA
<s>شعب<s>	<s>شعب<s>	UC	UC	NA
<s>فلسطين<s>	<s>فلسطين<s>	UC	UC	NA

<s>السلام<s>	<s>السلام<s>	UC	UC	NA
<s>على<s>	<s>على<s>	UC	UC	NA
<s>المغيب<s>	<s>المغيب<s>	UC	UC	NA
<s>في<s>	<s>في<s>	UC	UC	NA
<s>قعر<s>	<s>قعر<s>	UC	UC	NA
<s>السجون<s>	<s>السجون<s>	UC	UC	NA
<s>السلام<s>	<s>السلام<s>	UC	UC	NA
<s>على<s>	<s>على<s>	UC	UC	NA
<s>المسموم<s>	<s>المسموم<s>	UC	UC	NA
<s>في<s>	<s>في<s>	UC	UC	NA
<s>سجن<s>	<s>سجن<s>	UC	UC	NA
<s>هارون<s>	<s>هارون<s>	UC	UC	NA
<s>*<s>	<s>*<s>	PC	PC	OOV
<s>*<s>	<s>*<s>	PT	PT	OOV
<s>*<s>	<s>*<s>	PT	PT	OOV
<s>نعزى<s>	<s>نعزي<s>	OA	OA	CBR
<s>صاحب<s>	<s>صاحب<s>	UC	UC	NA
<s>العصر<s>	<s>العصر<s>	UC	UC	NA
<s>والزمان<s>	<s>والزمان<s>	UC	UC	NA
<s>الأمام<s>	<s>الإمام<s>	OH	OH	CBR
<s>الحجة<s>	<s>الحجة<s>	UC	UC	NA
<s>المنتظر<s>	<s>المنتظر<s>	UC	UC	NA
<s>(<s>	<s>(<s>	UC	UC	NA
<s>(<s>	<s>(<s>	UC	UC	NA
<s>عجل<s>	<s>عجل<s>	UC	UC	NA
<s>الله<s>	<s>الله<s>	UC	UC	NA
<s>تعالى<s>	<s>تعالى<s>	UC	UC	NA
<s>فرجه<s>	<s>فرجه<s>	UC	UC	NA
<s>الشريف<s>	<s>الشريف<s>	UC	UC	NA
<s>)<s>	<s>)<s>	UC	UC	NA
<s>)<s>	<s>)<s>	PC	PC	OOV
<s>والمراجع<s>	<s>والمراجع<s>	UC	UC	NA
<s>العظام<s>	<s>العظام<s>	UC	UC	NA
<s>والأمة<s>	<s>والأمة<s>	UC	UC	NA
<s>الإسلامية<s>	<s>الإسلامية<s>	UC	UC	NA
<s>باستشهاد<s>	<s>باستشهاد<s>	UC	UC	NA
<s>راهب<s>	<s>راهب<s>	UC	UC	NA
<s>آل<s>	<s>آل<s>	UC	UC	NA
<s>محمد<s>	<s>محمد<s>	UC	UC	NA
<s>صلى<s>	<s>صلى<s>	UC	UC	NA
<s>الله<s>	<s>الله<s>	UC	UC	NA
<s>عليه<s>	<s>عليه<s>	UC	UC	NA
<s>وآله<s>	<s>وآله<s>	UC	UC	NA
<s>وسلم<s>	<s>وسلم<s>	UC	UC	NA
<s>الأمام<s>	<s>الإمام<s>	OH	OH	CBR
<s>موسى<s>	<s>موسى<s>	UC	UC	NA
<s>بن<s>	<s>بن<s>	UC	UC	NA
<s>جعفر<s>	<s>جعفر<s>	UC	UC	NA
<s>ع<s>	<s>ع<s>	UC	UC	NA

<s>إلى<s>	<s>إلى<s>	UC	UC	NA
<s>٥٨<s>	<s>58<s>	OR	OR	CBR
<s>كانت<s>	<s>كانت<s>	UC	UC	NA
<s>أختي<s>	<s>أختي<s>	UC	UC	NA
<s>تبكى<s>	<s>تبكي<s>	OA	OA	CBR
<s>منهارة<s>	<s>منهارة<s>	UC	UC	NA
<s>عبر<s>	<s>عبر<s>	UC	UC	NA
<s>الهاتف<s>	<s>الهاتف<s>	UC	UC	NA
<s>حيث<s>	<s>حيث<s>	UC	UC	NA
<s>تسمع<s>	<s>تسمع<s>	UC	UC	NA
<s>أصوات<s>	<s>أصوات<s>	UC	UC	NA
<s>القنابل<s>	<s>القنابل<s>	UC	UC	NA
<s>و<s>	<s>و<s>	SP	SP	OOV
<s>الرشاشات<s>	<s>الرشاشات<s>	SP	SP	OOV
<s>ممزوج<s>	<s>ممزوج<s>	OW	OW	OOV
<s>بصراخ<s>	<s>بصراخ<s>	UC	UC	NA
<s>الجيران<s>	<s>الجيران<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>البناية<s>	<s>البناية<s>	UC	UC	NA
<s>التي<s>	<s>التي<s>	UC	UC	NA
<s>قبلها<s>	<s>قبلها<s>	UC	UC	NA
<s>بسبب<s>	<s>بسبب<s>	UC	UC	NA
<s>مداهمة<s>	<s>مداهمة<s>	UC	UC	NA
<s>الآمن<s>	<s>الأمن<s>	OH	OH	CBR
<s>و<s>	<s>و<s>	SP	SP	OOV
<s>الشبيحة<s>	<s>الشبيحة<s>	SP	SP	OOV
<s>و<s>	<s>و<s>	SP	SP	OOV
<s>انتهاك<s>	<s>انتهاك<s>	SP	SP	OOV
<s>حرمة<s>	<s>حرمة<s>	UC	UC	NA
<s>وأعراض<s>	<s>وأعراض<s>	UC	UC	NA
<s>الأهالي<s>	<s>الأهالي<s>	UC	UC	NA
<s>في<s>	<s>في<s>	UC	UC	NA
<s>اللاذقية<s>	<s>اللاذقية<s>	UC	UC	NA
<s>اللهم<s>	<s>اللهم<s>	UC	UC	NA
<s>طهر<s>	<s>طهر<s>	UC	UC	NA
<s>سورية<s>	<s>سورية<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>هذا<s>	<s>هذا<s>	UC	UC	NA
<s>الجيش<s>	<s>الجيش<s>	UC	UC	NA
<s>السفاح<s>	<s>السفاح<s>	UC	UC	NA
<s>المجرم<s>	<s>المجرم<s>	UC	UC	NA

<s>نظام<s>	<s>نظام<s>	UC	UC	NA
<s>بشار<s>	<s>بشار<s>	UC	UC	NA
<s>الأسد<s>	<s>الأسد<s>	UC	UC	NA
<s>هو<s>	<s>هو<s>	UC	UC	NA
<s>نظام<s>	<s>نظام<s>	UC	UC	NA
<s>القتل<s>	<s>القتل<s>	UC	UC	NA
<s>والتعذيب<s>	<s>والتعذيب<s>	UC	UC	NA
<s>والإرهاب<s>	<s>والإرهاب<s>	UC	UC	NA
<s>والسرقة<s>	<s>والسرقة<s>	UC	UC	NA
<s>واللصوصية<s>	<s>واللصوصية<s>	UC	UC	NA
<s>وتهريب<s>	<s>وتهريب<s>	UC	UC	NA
<s>المخدرات<s>	<s>المخدرات<s>	UC	UC	NA
<s>وبشار<s>	<s>وبشار<s>	UC	UC	NA
<s>وأبوه<s>	<s>وأبوه<s>	UC	UC	NA
<s>المقبور<s>	<s>المقبور<s>	UC	UC	NA
<s>وصمة<s>	<s>وصمة<s>	UC	UC	NA
<s>عار<s>	<s>عار<s>	UC	UC	NA
<s>في<s>	<s>في<s>	UC	UC	NA
<s>تاريخ<s>	<s>تاريخ<s>	UC	UC	NA
<s>سوريا<s>	<s>سوريا<s>	UC	UC	NA
<s>الحديث<s>	<s>الحديث<s>	UC	UC	NA
<s>يجب<s>	<s>يجب<s>	UC	UC	NA
<s>أن<s>	<s>أن<s>	UC	UC	NA
<s>تمحى<s>	<s>تمحى<s>	UC	UC	NA
<s>هذه<s>	<s>هذه<s>	UC	UC	NA
<s>الوصمة<s>	<s>الوصمة<s>	UC	UC	NA
<s>السوداء<s>	<s>السوداء<s>	UC	UC	NA
<s>بأسرع<s>	<s>بأسرع<s>	UC	UC	NA
<s>وقت<s>	<s>وقت<s>	UC	UC	NA
<s>حتى<s>	<s>حتى<s>	UC	UC	NA
<s>تتحرر<s>	<s>تتحرر<s>	UC	UC	NA
<s>سوريا<s>	<s>سوريا<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>هذا<s>	<s>هذا<s>	UC	UC	NA
<s>النظام<s>	<s>النظام<s>	UC	UC	NA
<s>الطائفي<s>	<s>الطائفي<s>	UC	UC	NA
<s>السفاح<s>	<s>السفاح<s>	UC	UC	NA
<s>العفن<s>	<s>العفن<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>وشكرا<s>	<s>وشكرا<s>	UC	UC	NA
<s>للجزيرة<s>	<s>للجزيرة<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>جميع<s>	<s>جميع<s>	UC	UC	NA
<s>أحرار<s>	<s>أحرار<s>	UC	UC	NA
<s>سوريا<s>	<s>سوريا<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA

<s>أنهم<s>	<s>إنهم<s>	OH	OH	CBR
<s>يقتلون<s>	<s>يقتلون<s>	UC	UC	NA
<s>ويكذبون<s>	<s>ويكذبون<s>	UC	UC	NA
<s>هكذا<s>	<s>هكذا<s>	UC	UC	NA
<s>هم<s>	<s>هم<s>	UC	UC	NA
<s>؟<s>	<s>؟<s>	UC	UC	NA
<s>؟<s>	<s>؟<s>	UC	UC	NA
<s>أنهم<s>	<s>إنهم<s>	OH	OH	CBR
<s>عصابة<s>	<s>عصابة<s>	UC	UC	NA
<s>عجل<s>	<s>عجل<s>	UC	UC	NA
<s>الله<s>	<s>الله<s>	UC	UC	NA
<s>بزوالها<s>	<s>بزوالها<s>	UC	UC	NA
<s>وجعل<s>	<s>وجعل<s>	UC	UC	NA
<s>فيها<s>	<s>فيها<s>	UC	UC	NA
<s>العبرة<s>	<s>العبرة<s>	UC	UC	NA
<s>لمن<s>	<s>لمن<s>	UC	UC	NA
<s>يعتبر<s>	<s>يعتبر<s>	UC	UC	NA
<s>وأقسم<s>	<s>وأقسم<s>	UC	UC	NA
<s>بالله<s>	<s>بالله<s>	UC	UC	NA
<s>أنهم<s>	<s>أنهم<s>	UC	UC	NA
<s>فرعون<s>	<s>فرعون<s>	UC	UC	NA
<s>هذا<s>	<s>هذا<s>	UC	UC	NA
<s>الزمان<s>	<s>الزمان<s>	UC	UC	NA
<s>يقتلون<s>	<s>يقتلون<s>	UC	UC	NA
<s>ويستحيون<s>	<s>ويستحيون<s>	UC	UC	NA
<s>ومن<s>	<s>ومن<s>	UC	UC	NA
<s>ثم<s>	<s>ثم<s>	UC	UC	NA
<s>تقف<s>	<s>تقف<s>	UC	UC	NA
<s>المذيعة<s>	<s>المذيعة<s>	UC	UC	NA
<s>التافهة<s>	<s>التافهة<s>	UC	UC	NA
<s>لتقول<s>	<s>لتقول<s>	UC	UC	NA
<s>قنوات<s>	<s>قنوات<s>	UC	UC	NA
<s>مغرضة<s>	<s>مغرضة<s>	UC	UC	NA
<s>وعصابات<s>	<s>وعصابات<s>	UC	UC	NA
<s>مسلحة<s>	<s>مسلحة<s>	UC	UC	NA
<s>اللهم<s>	<s>اللهم<s>	UC	UC	NA
<s>بارك<s>	<s>بارك<s>	UC	UC	NA
<s>لشعب<s>	<s>لشعب<s>	UC	UC	NA
<s>سوريا<s>	<s>سوريا<s>	UC	UC	NA
<s>بقناة<s>	<s>بقناة<s>	UC	UC	NA
<s>الجزيرة<s>	<s>الجزيرة<s>	UC	UC	NA
<s>التي<s>	<s>التي<s>	UC	UC	NA
<s>أصبحت<s>	<s>أصبحت<s>	UC	UC	NA
<s>شوكة<s>	<s>شوكة<s>	UC	UC	NA
<s>في<s>	<s>في<s>	UC	UC	NA
<s>حلق<s>	<s>حلق<s>	UC	UC	NA
<s>المجرمين<s>	<s>المجرمين<s>	UC	UC	NA
<s>آل<s>	<s>آل<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA

<s>اللهم<s>	<s>اللهم<s>	UC	UC	NA
<s>أنا<s>	<s>إنا<s>	OH	OH	CBR
<s>نسألك<s>	<s>نسألك<s>	UC	UC	NA
<s>و<s>	<s>و<s>	SP	SP	OOV
<s>نتوسل<s>	<s>نتوسل<s>	SP	SP	OOV
<s>إليك<s>	<s>إليك<s>	UC	UC	NA
<s>بأسمائك<s>	<s>بأسمائك<s>	UC	UC	NA
<s>الحسنى<s>	<s>الحسنى<s>	UC	UC	NA
<s>،<s>	<s>،<s>	UC	UC	NA
<s>أنت<s>	<s>أنت<s>	UC	UC	NA
<s>الله<s>	<s>الله<s>	UC	UC	NA
<s>الذي<s>	<s>الذي<s>	UC	UC	NA
<s>لا<s>	<s>لا<s>	UC	UC	NA
<s>إله<s>	<s>إلاه<s>	XC	XC	CBR
<s>إلا<s>	<s>إلا<s>	UC	UC	NA
<s>أنت<s>	<s>أنت<s>	UC	UC	NA
<s>وحدك<s>	<s>وحدك<s>	UC	UC	NA
<s>لا<s>	<s>لا<s>	UC	UC	NA
<s>شريك<s>	<s>شريك<s>	UC	UC	NA
<s>لك<s>	<s>لك<s>	UC	UC	NA
<s>،<s>	<s>،<s>	UC	UC	NA
<s>نسألك<s>	<s>نسألك<s>	UC	UC	NA
<s>يا<s>	<s>يا<s>	UC	UC	NA
<s>الله<s>	<s>الله<s>	UC	UC	NA
<s>،<s>	<s>،<s>	UC	UC	NA
<s>يا<s>	<s>يا<s>	UC	UC	NA
<s>غياث<s>	<s>غياث<s>	UC	UC	NA
<s>المستغيثين<s>	<s>المستغيثين<s>	UC	UC	NA
<s>ويا<s>	<s>ويا<s>	UC	UC	NA
<s>أمان<s>	<s>أمان<s>	UC	UC	NA
<s>الخائفين<s>	<s>الخائفين<s>	UC	UC	NA
<s>أن<s>	<s>أن<s>	UC	UC	NA
<s>تغيث<s>	<s>تغيث<s>	UC	UC	NA
<s>آهل<s>	<s>أهل<s>	OH	OH	CBR
<s>سوريا<s>	<s>سوريا<s>	UC	UC	NA
<s>،<s>	<s>،<s>	UC	UC	NA
<s>اللهم<s>	<s>اللهم<s>	UC	UC	NA
<s>أنزل<s>	<s>أنزل<s>	UC	UC	NA
<s>عليهم<s>	<s>عليهم<s>	UC	UC	NA
<s>صبرا<s>	<s>صبرا<s>	UC	UC	NA
<s>وثبت<s>	<s>وثبت<s>	UC	UC	NA
<s>أقدامهم<s>	<s>أقدامهم<s>	UC	UC	NA
<s>وأنصرهم<s>	<s>وانصرهم<s>	OH	OH	CBR
<s>على<s>	<s>على<s>	UC	UC	NA
<s>الطغاة<s>	<s>الطغاة<s>	UC	UC	NA
<s>الظالمين<s>	<s>الظالمين<s>	UC	UC	NA
<s>،<s>	<s>،<s>	UC	UC	NA
<s>يا<s>	<s>يا<s>	UC	UC	NA
<s>رب<s>	<s>رب<s>	UC	UC	NA
<s>تقبل<s>	<s>تقبل<s>	UC	UC	NA
<s>شهدائهم<s>	<s>شهدائهم<s>	UC	UC	NA
<s>وإشفى<s>	<s>وإشفى<s>	UNK	UNK	OOV
<s>جرحاهم<s>	<s>جرحاهم<s>	UC	UC	NA
<s>و<s>	<s>و<s>	O	O	OOV
<s>الهم<s>	<s>الهم<s>	O	O	OOV
<s>ذوو<s>	<s>ذوي<s>	XM	XM	CBR
<s>الشهداء<s>	<s>الشهداء<s>	UC	UC	NA
<s>الصبر<s>	<s>الصبر<s>	UC	UC	NA
<s>والسلوان<s>	<s>والسلوان<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>اللهم<s>	<s>اللهم<s>	UC	UC	NA
<s>أمين<s>	<s>آمين<s>	OH	OH	CBR
<s>.<s>	<s>.<s>	UC	UC	NA

<s>لا<s>	<s>لا<s>	UC	UC	NA
<s>أتحدث<s>	<s>أتحدث<s>	UC	UC	NA
<s>عن<s>	<s>عن<s>	UC	UC	NA
<s>بلد<s>	<s>بلد<s>	UC	UC	NA
<s>ماوبقراءتي<s>	<s>ماوبقراءتي<s>	MG	MG	OOV
<s>للحكم<s>	<s>للحكم<s>	UC	UC	NA
<s>الأحادي<s>	<s>الأحادي<s>	UC	UC	NA
<s>أو<s>	<s>أو<s>	UC	UC	NA
<s>الحزب<s>	<s>الحزب<s>	UC	UC	NA
<s>الواحد<s>	<s>الواحد<s>	UC	UC	NA
<s>على<s>	<s>على<s>	UC	UC	NA
<s>سبيل<s>	<s>سبيل<s>	UC	UC	NA
<s>الذكر<s>	<s>الذكر<s>	UC	UC	NA
<s>الاتحادالسوفياتي<s>	<s>الاتحادالسوفياتي<s>	UNK	UNK	OOV
<s>.<s>	<s>.<s>	UC	UC	NA
<s>الجزائر<s>	<s>الجزائر<s>	UC	UC	NA
<s>اليست<s>	<s>أليست<s>	OH	OH	CBR
<s>مصيبة<s>	<s>مصيبة<s>	UC	UC	NA
<s>كثرة<s>	<s>كثرة<s>	UC	UC	NA
<s>الأحزاب<s>	<s>الأحزاب<s>	UC	UC	NA
<s>هي<s>	<s>هي<s>	UC	UC	NA
<s>التي<s>	<s>التي<s>	UC	UC	NA
<s>أوصلت<s>	<s>أوصلت<s>	UC	UC	NA
<s>هاته<s>	<s>هاته<s>	UC	UC	NA
<s>الأخيرة<s>	<s>الأخيرة<s>	UC	UC	NA
<s>إلى<s>	<s>إلى<s>	UC	UC	NA
<s>آلاف<s>	<s>آلاف<s>	UC	UC	NA
<s>القتلى<s>	<s>القتلى<s>	UC	UC	NA
<s>وألاف<s>	<s>وآلاف<s>	OH	OH	CBR
<s>المعوقين<s>	<s>المعوقين<s>	UC	UC	NA
<s>والمرضى<s>	<s>والمرضى<s>	UC	UC	NA
<s>نفسانيا<s>	<s>نفسانيا<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>الأطفال<s>	<s>الأطفال<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>ألم<s>	<s>ألم<s>	UC	UC	NA
<s>تكن<s>	<s>تكن<s>	UC	UC	NA
<s>اسوأمما<s>	<s>اسوأمما<s>	X	X	OOV
<s>كانت<s>	<s>كانت<s>	UC	UC	NA
<s>عليه<s>	<s>عليه<s>	UC	UC	NA
<s>أيام<s>	<s>أيام<s>	UC	UC	NA
<s>الحزب<s>	<s>الحزب<s>	UC	UC	NA
<s>الواحدا<s>	<s>الواحدا<s>	UNK	UNK	OOV
<s>.<s>	<s>.<s>	PC	PC	OOV
<s>.<s>	<s>.<s>	PT	PT	OOV
<s>ح<s>	<s>ح<s>	UC	UC	NA
<s>جبهة<s>	<s>جبهة<s>	UC	UC	NA
<s>التحرير<s>	<s>التحرير<s>	UC	UC	NA
<s>الجزائري<s>	<s>الجزائري<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA

<s>إلى<s>	<s>إلى<s>	UC	UC	NA
<s>الشبيح<s>	<s>الشبيح<s>	UC	UC	NA
<s>في<s>	<s>في<s>	UC	UC	NA
<s>التعليق<s>	<s>التعليق<s>	UC	UC	NA
<s>رقم<s>	<s>رقم<s>	UC	UC	NA
<s>1<s>	<s>1<s>	UC	UC	NA
<s>ألم<s>	<s>ألم<s>	UC	UC	NA
<s>تخرج<s>	<s>تخرج<s>	UC	UC	NA
<s>المظاهرات<s>	<s>المظاهرات<s>	UC	UC	NA
<s>ستة<s>	<s>ستة<s>	UC	UC	NA
<s>أشهر<s>	<s>أشهر<s>	UC	UC	NA
<s>وهي<s>	<s>وهي<s>	UC	UC	NA
<s>سلمية<s>	<s>سلمية<s>	UC	UC	NA
<s>ماذا<s>	<s>ماذا<s>	UC	UC	NA
<s>كان<s>	<s>كان<s>	UC	UC	NA
<s>رد<s>	<s>رد<s>	UC	UC	NA
<s>عصابات<s>	<s>عصابات<s>	UC	UC	NA
<s>البطة<s>	<s>البطة<s>	UC	UC	NA
<s>ألم<s>	<s>ألم<s>	UC	UC	NA
<s>يكن<s>	<s>يكن<s>	UC	UC	NA
<s>رصاص<s>	<s>رصاص<s>	UC	UC	NA
<s>وتحديدا<s>	<s>وتحديدا<s>	UC	UC	NA
<s>في<s>	<s>في<s>	UC	UC	NA
<s>الرأس<s>	<s>الرأس<s>	UC	UC	NA
<s>هل<s>	<s>هل<s>	UC	UC	NA
<s>تريدون<s>	<s>تريدون<s>	UC	UC	NA
<s>أن<s>	<s>أن<s>	UC	UC	NA
<s>يقتل<s>	<s>يقتل<s>	UC	UC	NA
<s>الشعب<s>	<s>الشعب<s>	UC	UC	NA
<s>السوري<s>	<s>السوري<s>	UC	UC	NA
<s>وهو<s>	<s>وهو<s>	UC	UC	NA
<s>يتفرج<s>	<s>يتفرج<s>	UC	UC	NA
<s>والله<s>	<s>والله<s>	UC	UC	NA
<s>لم<s>	<s>لم<s>	UC	UC	NA
<s>أسمع<s>	<s>أسمع<s>	UC	UC	NA
<s>ولم<s>	<s>ولم<s>	UC	UC	NA
<s>أقرأ<s>	<s>أقرأ<s>	UC	UC	NA
<s>في<s>	<s>في<s>	UC	UC	NA
<s>التاريخ<s>	<s>التاريخ<s>	UC	UC	NA
<s>ولا<s>	<s>ولا<s>	UC	UC	NA
<s>في<s>	<s>في<s>	UC	UC	NA
<s>أفلام<s>	<s>أفلام<s>	UC	UC	NA
<s>الرعب<s>	<s>الرعب<s>	UC	UC	NA
<s>عن<s>	<s>عن<s>	UC	UC	NA
<s>مثل<s>	<s>مثل<s>	UC	UC	NA
<s>هذا<s>	<s>هذا<s>	UC	UC	NA
<s>السفاح<s>	<s>السفاح<s>	UC	UC	NA
<s>يا<s>	<s>يا<s>	UC	UC	NA
<s>رجل<s>	<s>رجل<s>	UC	UC	NA
<s>والله<s>	<s>والله<s>	UC	UC	NA
<s>الشياطين<s>	<s>الشياطين<s>	UC	UC	NA
<s>تتعوذ<s>	<s>تتعوذ<s>	UC	UC	NA
<s>منه<s>	<s>منه<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>والنصر<s>	<s>والنصر<s>	UC	UC	NA
<s>قادم<s>	<s>قادم<s>	UC	UC	NA
